gene,active_frac,drop,dir_flag,chunk,dir_flag_rotate,pairwise_excess
ABCB6,1.0,-0.031839265125169616,False,fullgenes_000,True,-1
ABCB8,1.0,0.07161776536836709,True,fullgenes_000,True,0
ABCB9,1.0,0.02912928397110457,True,fullgenes_000,True,0
ABCC1,0.9987951807228915,-0.006760330204356367,False,fullgenes_000,True,-1
ABCC10,1.0,-0.008941686372029741,False,fullgenes_000,False,0
ABCC11,0.9987951807228915,0.018983883941376446,True,fullgenes_000,False,1
ABCC12,1.0,0.056358739734070094,True,fullgenes_000,True,0
ABCC2,1.0,0.0034835819182969657,True,fullgenes_000,True,0
ABCC3,0.9987951807228915,0.00465517612426524,True,fullgenes_000,False,1
ABCC4,1.0,0.08221101101499403,True,fullgenes_000,True,0
ABCC5,1.0,0.02872922246640249,True,fullgenes_000,False,1
ABCC6,0.0,,False,fullgenes_000,False,0
ABCC8,1.0,-0.020713702551774682,False,fullgenes_000,False,0
ABCC9,1.0,0.01335739890433861,True,fullgenes_000,True,0
ABCD2,1.0,-0.18106453321117666,False,fullgenes_000,True,-1
ABCD3,1.0,0.10945042587347714,True,fullgenes_000,True,0
ABCD4,1.0,-0.013572744800997308,False,fullgenes_000,False,0
ABCE1,1.0,0.1135939804045931,True,fullgenes_000,True,0
ABCF1,1.0,0.1126549923295849,True,fullgenes_000,True,0
ABCF3,1.0,-0.02436524152318891,False,fullgenes_000,False,0
ABCG1,1.0,0.030320599342745835,True,fullgenes_000,True,0
ABCG2,1.0,-0.015102089755876505,False,fullgenes_000,False,0
ABCG4,1.0,0.022678783976496947,True,fullgenes_000,True,0
ABCG5,1.0,0.02937818599290599,True,fullgenes_000,True,0
ABCG8,1.0,0.07188590003287867,True,fullgenes_000,True,0
ABHD1,1.0,0.015109418074350234,True,fullgenes_000,True,0
ABHD10,1.0,0.02780213323747844,True,fullgenes_000,True,0
ABHD11,1.0,0.015497973135454639,True,fullgenes_000,True,0
ABHD12,0.9481927710843373,-0.01487030685946119,False,fullgenes_000,True,-1
ABHD12B,1.0,0.09091664204362127,True,fullgenes_000,True,0
ABHD13,1.0,0.0036926446934802803,True,fullgenes_000,False,1
ABHD14A,1.0,-0.14720018923820988,False,fullgenes_000,True,-1
ABHD14B,1.0,-0.13197132531888964,False,fullgenes_000,True,-1
ABHD15,1.0,0.06390428596367878,True,fullgenes_000,True,0
ABHD16A,1.0,-0.0832844009545958,False,fullgenes_000,True,-1
ABHD16B,1.0,0.00026792308631342493,True,fullgenes_000,False,1
ABHD17A,1.0,-0.054295015738698424,False,fullgenes_000,True,-1
ABHD17B,1.0,0.026142359229191815,True,fullgenes_000,True,0
ABHD17C,1.0,0.018857682489748583,True,fullgenes_000,False,1
ABHD18,1.0,-0.02551317112982722,False,fullgenes_000,False,0
ABHD2,1.0,-0.04433392395888902,False,fullgenes_000,False,0
ABHD3,1.0,0.019204592701028166,True,fullgenes_000,True,0
ABHD4,1.0,-0.06098410940408443,False,fullgenes_000,False,0
ABHD5,1.0,-0.041679340057459824,False,fullgenes_000,False,0
ABHD6,1.0,-0.023729499721655806,False,fullgenes_000,True,-1
ABHD8,1.0,-0.05463914238841801,False,fullgenes_000,False,0
ABI1,1.0,-0.019992250175722634,False,fullgenes_000,False,0
ABI2,1.0,0.007114667437500569,True,fullgenes_000,True,0
ABI3,1.0,0.033964960497530214,True,fullgenes_000,True,0
ABI3BP,1.0,0.05359530476107622,True,fullgenes_000,True,0
ABITRAM,1.0,-0.024442110919556916,False,fullgenes_000,False,0
ABL1,1.0,0.16204029669775932,True,fullgenes_000,True,0
ABL2,0.9987951807228915,0.05803925804654481,True,fullgenes_000,True,0
ABLIM1,1.0,-0.023122093915414803,False,fullgenes_000,False,0
ABLIM2,1.0,0.04553350920333513,True,fullgenes_000,True,0
ABLIM3,1.0,-0.006911686589357166,False,fullgenes_000,False,0
ABR,1.0,-0.04776010859924344,False,fullgenes_000,True,-1
ABRA,1.0,0.031039815729101736,True,fullgenes_000,True,0
ABRACL,1.0,0.050431720412692074,True,fullgenes_000,False,1
ABRAXAS1,1.0,0.018060068281349376,True,fullgenes_000,True,0
ABRAXAS2,1.0,-0.11005370256929962,False,fullgenes_000,False,0
ABT1,1.0,-0.0009488590126723456,False,fullgenes_000,True,-1
ABTB1,1.0,-0.042747052678772726,False,fullgenes_000,True,-1
ABTB2,0.9987951807228915,0.10993722067583955,True,fullgenes_000,True,0
ABTB3,1.0,0.03769687796676874,True,fullgenes_000,False,1
ACAA1,1.0,0.04135935475383133,True,fullgenes_000,True,0
ACAA2,1.0,0.21819139442425317,True,fullgenes_000,True,0
ACACA,1.0,0.029805492861876073,True,fullgenes_000,True,0
ACACB,1.0,0.2318391213573246,True,fullgenes_000,True,0
ACAD10,1.0,0.007066598139667691,True,fullgenes_000,False,1
ACAD11,1.0,-0.06327268843937844,False,fullgenes_000,False,0
ACAD8,1.0,0.19844315039069094,True,fullgenes_000,True,0
ACAD9,1.0,-0.026230288121726862,False,fullgenes_000,False,0
ACADL,1.0,0.13012771227166428,True,fullgenes_000,True,0
ACADM,1.0,-0.014450141758857126,False,fullgenes_000,False,0
ACADS,1.0,0.12208156269610271,True,fullgenes_000,True,0
ACADSB,1.0,0.0003460928254649274,True,fullgenes_000,False,1
ACADVL,1.0,0.04416765235723443,True,fullgenes_000,True,0
ACAN,0.9987951807228915,0.034715042930498194,True,fullgenes_000,True,0
ACAP1,1.0,0.006597684129344396,True,fullgenes_000,True,0
ACAP2,1.0,0.005348105762223748,True,fullgenes_000,False,1
ACAP3,1.0,0.05567364067881686,True,fullgenes_000,True,0
ACAT1,1.0,0.023205703913368285,True,fullgenes_000,True,0
ACAT2,1.0,0.0018340444272723763,True,fullgenes_000,False,1
ACBD3,1.0,0.07340400909802083,True,fullgenes_000,True,0
ACBD4,1.0,0.022091149995845435,True,fullgenes_000,True,0
ACBD5,1.0,-0.058321949381319356,False,fullgenes_000,False,0
ACBD6,1.0,-0.037118651742335494,False,fullgenes_000,True,-1
ACBD7,0.9975903614457832,0.04293026519562999,True,fullgenes_000,True,0
ACCS,1.0,0.007006518256036411,True,fullgenes_000,True,0
ACCSL,0.9987951807228915,-0.0044164610923388276,False,fullgenes_000,True,-1
ACD,1.0,0.011768927633179584,True,fullgenes_000,True,0
ACE,1.0,0.01864595927850441,True,fullgenes_000,True,0
ACER1,1.0,0.08782115504607776,True,fullgenes_000,True,0
ACER2,1.0,-0.011076873963817391,False,fullgenes_000,False,0
ACER3,1.0,0.047319760653298855,True,fullgenes_000,True,0
ACHE,1.0,0.04828359646530886,True,fullgenes_000,True,0
ACIN1,1.0,-0.08522776397218366,False,fullgenes_000,False,0
ACKR1,1.0,0.05884092492157598,True,fullgenes_000,True,0
ACKR2,1.0,-0.02309162574937145,False,fullgenes_000,True,-1
ACKR3,1.0,-0.04584360690905705,False,fullgenes_000,True,-1
ACKR4,1.0,-0.08915370768152257,False,fullgenes_000,False,0
ACLY,1.0,-0.16842029039092205,False,fullgenes_000,False,0
ACMSD,1.0,0.013394553519693191,True,fullgenes_000,False,1
ACO1,1.0,-0.04420565529006793,False,fullgenes_000,False,0
ACO2,1.0,-0.05015743714739715,False,fullgenes_000,False,0
ACOD1,1.0,0.07545848951622243,True,fullgenes_000,True,0
ACOT1,0.0,,False,fullgenes_000,False,0
ACOT11,1.0,0.059957652398639476,True,fullgenes_000,True,0
ACOT12,1.0,0.11829343900355806,True,fullgenes_000,True,0
ACOT13,1.0,0.08492295576749304,True,fullgenes_000,True,0
ACOT2,1.0,0.10285619234258879,True,fullgenes_000,False,1
ACOT4,0.0,,False,fullgenes_000,False,0
ACOT6,1.0,0.05737316515707874,True,fullgenes_000,True,0
ACOT7,1.0,0.022691034646323285,True,fullgenes_000,True,0
ACOT8,1.0,0.01012669058731157,True,fullgenes_000,True,0
ACOX1,1.0,0.02478848493889779,True,fullgenes_000,True,0
ACOX2,1.0,-0.09376104449111232,False,fullgenes_000,True,-1
ACOX3,1.0,-0.02365583947299294,False,fullgenes_000,False,0
ACOXL,1.0,0.09766141375299825,True,fullgenes_000,True,0
ACP1,1.0,0.0474077953849899,True,fullgenes_000,False,1
ACP2,1.0,-0.07625126445255938,False,fullgenes_000,True,-1
ACP3,1.0,-0.11938334068565393,False,fullgenes_000,False,0
ACP4,1.0,0.08317148021265267,True,fullgenes_000,True,0
ACP5,1.0,-0.03633182541898224,False,fullgenes_000,True,-1
ACP6,1.0,0.02961237495062347,True,fullgenes_000,True,0
ACP7,1.0,0.22341428794990198,True,fullgenes_000,True,0
ACR,1.0,0.265305844000153,True,fullgenes_000,True,0
ACRBP,1.0,0.015638156377744118,True,fullgenes_000,False,1
ACRV1,1.0,-0.05391369486396787,False,fullgenes_000,False,0
ACSBG1,0.9987951807228915,-0.01721251148269095,False,fullgenes_000,True,-1
ACSBG2,1.0,-0.05716189976321608,False,fullgenes_000,True,-1
ACSF2,1.0,-0.005849572873032803,False,fullgenes_000,True,-1
ACSF3,1.0,0.003702142767333893,True,fullgenes_000,False,1
ACSL1,1.0,0.1384350712986806,True,fullgenes_000,True,0
ACSL3,1.0,-0.006545856334148975,False,fullgenes_000,True,-1
ACSL5,1.0,0.18054614618623183,True,fullgenes_000,True,0
ACSL6,1.0,-0.023158340592607716,False,fullgenes_000,False,0
ACSM1,1.0,0.07721248027379027,True,fullgenes_000,False,1
ACSM2A,0.0,,False,fullgenes_000,False,0
ACSM2B,0.0,,False,fullgenes_000,False,0
ACSM3,1.0,-0.0661691585864167,False,fullgenes_000,False,0
ACSM4,1.0,-0.018328381305349802,False,fullgenes_000,False,0
ACSM5,1.0,0.07888641934996235,True,fullgenes_000,True,0
ACSM6,1.0,0.04390112643971608,True,fullgenes_000,True,0
ACSS1,1.0,0.00028691699741496476,True,fullgenes_000,True,0
ACSS2,1.0,0.013971301692964604,True,fullgenes_000,True,0
ACSS3,1.0,-0.18847748496964004,False,fullgenes_000,True,-1
ACTA1,1.0,0.030983238353715442,True,fullgenes_000,True,0
ACTA2,1.0,0.052555085328228224,True,fullgenes_000,True,0
ACTB,1.0,0.22439820906645677,True,fullgenes_000,True,0
ACTBL2,1.0,-0.010897095074072084,False,fullgenes_000,True,-1
ACTC1,1.0,-0.06396186890071737,False,fullgenes_000,False,0
ACTG1,1.0,0.21159734666422125,True,fullgenes_000,True,0
ACTG2,1.0,-0.09577593275172441,False,fullgenes_000,False,0
ACTL10,1.0,0.1436110381127214,True,fullgenes_000,True,0
ACTL6A,1.0,-0.005708174187951602,False,fullgenes_000,False,0
ACTL6B,1.0,0.1769464928325471,True,fullgenes_000,True,0
ACTL7A,1.0,0.08731898462315126,True,fullgenes_000,True,0
ACTL7B,1.0,0.05432972509962956,True,fullgenes_000,True,0
ACTL8,1.0,0.009289206477138177,True,fullgenes_000,True,0
ACTL9,1.0,-0.20270690356168297,False,fullgenes_000,True,-1
ACTMAP,0.9987951807228915,0.12309507965353776,True,fullgenes_000,True,0
ACTN1,1.0,-0.06997231974671816,False,fullgenes_000,False,0
ACTN2,1.0,-0.014833059021364316,False,fullgenes_000,False,0
ACTN3,0.0,,False,fullgenes_000,False,0
ACTN4,1.0,0.05777334507996014,True,fullgenes_000,True,0
ACTR10,1.0,-0.0518871792614479,False,fullgenes_000,True,-1
ACTR1A,1.0,0.13482540122763542,True,fullgenes_000,True,0
ACTR1B,1.0,0.031951838653815706,True,fullgenes_000,True,0
ACTR2,1.0,0.017372654068267105,True,fullgenes_000,True,0
ACTR3,1.0,-0.01025631593350438,False,fullgenes_000,False,0
ACTR3B,1.0,0.2565676480746354,True,fullgenes_000,True,0
ACTR3C,0.0,,False,fullgenes_000,False,0
ACTR5,1.0,0.029591714421836522,True,fullgenes_000,True,0
ACTR6,1.0,-0.011954778082279498,False,fullgenes_000,True,-1
ACTR8,1.0,-0.12974799877814325,False,fullgenes_000,False,0
ACTRT2,1.0,0.17822169437966656,True,fullgenes_000,True,0
ACTRT3,1.0,0.19816069343845089,True,fullgenes_000,True,0
ACVR1,1.0,-0.07746729388809556,False,fullgenes_000,False,0
ACVR1B,1.0,-0.058518813686562865,False,fullgenes_000,False,0
ACVR1C,1.0,0.06745773036452567,True,fullgenes_000,True,0
ACVR2A,1.0,-0.00918533524949637,False,fullgenes_000,False,0
ACVR2B,1.0,-0.1251064524916308,False,fullgenes_000,False,0
ACVRL1,0.9987951807228915,-0.04441255812296333,False,fullgenes_000,False,0
ACY1,1.0,-0.126510416804052,False,fullgenes_000,True,-1
ACY3,1.0,-0.01615300136535619,False,fullgenes_000,False,0
ACYP1,1.0,-0.0017693719143266756,False,fullgenes_000,True,-1
ACYP2,1.0,0.01654984841977777,True,fullgenes_000,True,0
ADA,1.0,0.029800102206481365,True,fullgenes_000,True,0
ADA2,1.0,0.0781332702660871,True,fullgenes_000,True,0
ADAD1,1.0,-0.00319904213604124,False,fullgenes_000,False,0
ADAD2,0.9987951807228915,0.005519893628223343,True,fullgenes_000,False,1
ADAM10,1.0,-0.019807488768171472,False,fullgenes_000,False,0
ADAM11,1.0,0.02423047494751769,True,fullgenes_000,True,0
ADAM12,1.0,-0.01195172486641212,False,fullgenes_000,True,-1
ADAM15,1.0,-0.03668023632803827,False,fullgenes_000,True,-1
ADAM17,1.0,0.07072114085970604,True,fullgenes_000,True,0
ADAM18,1.0,-0.02571606388562575,False,fullgenes_000,True,-1
ADAM19,1.0,-0.06455851097674194,False,fullgenes_000,True,-1
ADAM2,1.0,-0.014132297577019726,False,fullgenes_000,True,-1
ADAM20,1.0,0.07639562430162344,True,fullgenes_000,True,0
ADAM21,1.0,0.022937546964023985,True,fullgenes_000,False,1
ADAM22,1.0,-0.0326134000590304,False,fullgenes_000,False,0
ADAM23,1.0,0.06580344323747057,True,fullgenes_000,True,0
ADAM28,1.0,0.043546162602041485,True,fullgenes_000,True,0
ADAM29,1.0,0.15875333986448642,True,fullgenes_000,True,0
ADAM30,1.0,0.006063560047699992,True,fullgenes_000,True,0
ADAM32,1.0,-0.08666931611672268,False,fullgenes_000,False,0
ADAM33,1.0,0.0004219340843994463,True,fullgenes_000,False,1
ADAM7,1.0,0.010658670499826842,True,fullgenes_000,True,0
ADAM8,1.0,-0.011577958909877832,False,fullgenes_000,True,-1
ADAM9,1.0,-0.015360584579749571,False,fullgenes_000,True,-1
ADAMDEC1,1.0,0.008376213389104551,True,fullgenes_000,False,1
ADAMTS1,1.0,0.04908294061980707,True,fullgenes_000,True,0
ADAMTS10,1.0,0.06704622006291332,True,fullgenes_000,True,0
ADAMTS12,1.0,0.02489674724796774,True,fullgenes_000,True,0
ADAMTS13,1.0,-0.004450252079718903,False,fullgenes_000,False,0
ADAMTS14,1.0,0.05398343516811419,True,fullgenes_000,True,0
ADAMTS15,1.0,0.18291553258568247,True,fullgenes_000,True,0
ADAMTS16,1.0,0.057451053922173784,True,fullgenes_000,True,0
ADAMTS17,1.0,-0.10097206510664633,False,fullgenes_000,False,0
ADAMTS18,1.0,-0.07383940050286225,False,fullgenes_000,False,0
ADAMTS19,1.0,0.01552749004160859,True,fullgenes_000,True,0
ADAMTS2,1.0,0.028987171887675058,True,fullgenes_000,True,0
ADAMTS20,1.0,-0.07016504090587841,False,fullgenes_000,True,-1
ADAMTS3,1.0,-0.04578731105965657,False,fullgenes_000,False,0
ADAMTS4,1.0,0.06888193424297294,True,fullgenes_000,True,0
ADAMTS5,1.0,0.13424277339727808,True,fullgenes_000,True,0
ADAMTS6,1.0,-0.003925394383633899,False,fullgenes_000,True,-1
ADAMTS7,0.0,,False,fullgenes_000,False,0
ADAMTS8,1.0,0.1315038388225411,True,fullgenes_000,True,0
ADAMTS9,1.0,-0.01660686937296804,False,fullgenes_000,True,-1
ADAMTSL1,1.0,0.05223573784683522,True,fullgenes_000,True,0
ADAMTSL2,1.0,-0.01964321692967507,False,fullgenes_000,False,0
ADAMTSL3,1.0,-0.01616988801513193,False,fullgenes_000,False,0
ADAMTSL4,1.0,0.13624978346852498,True,fullgenes_000,True,0
ADAMTSL5,1.0,-0.024214971446606746,False,fullgenes_000,True,-1
ADAP1,1.0,0.17094433146164234,True,fullgenes_000,True,0
ADAP2,1.0,0.06886332125297646,True,fullgenes_000,True,0
ADAR,1.0,0.04778414474020838,True,fullgenes_000,True,0
ADARB1,1.0,-0.07356726537210867,False,fullgenes_000,False,0
ADARB2,1.0,0.038415985518321136,True,fullgenes_000,True,0
ADAT1,1.0,-0.0014729874298172949,False,fullgenes_000,True,-1
ADAT2,1.0,-0.04223800958202247,False,fullgenes_000,False,0
ADAT3,1.0,-0.02030748875084851,False,fullgenes_000,True,-1
ADCK1,1.0,-0.0222488713780452,False,fullgenes_000,False,0
ADCK2,1.0,-0.005677151764429416,False,fullgenes_000,False,0
ADCK5,1.0,0.004046428017497685,True,fullgenes_000,True,0
ADCY1,1.0,0.0004172917559950168,True,fullgenes_000,True,0
ADCY10,1.0,-0.01910499590141462,False,fullgenes_000,False,0
ADCY2,1.0,0.08069081589258459,True,fullgenes_000,True,0
ADCY3,1.0,0.0070696285276920165,True,fullgenes_000,True,0
ADCY4,1.0,0.1142059195601508,True,fullgenes_000,True,0
ADCY5,1.0,0.07343197589102425,True,fullgenes_000,True,0
ADCY6,1.0,0.13808235906069716,True,fullgenes_000,True,0
ADCY7,1.0,0.0048908180550682155,True,fullgenes_000,False,1
ADCY8,0.9987951807228915,0.12959260706682346,True,fullgenes_000,True,0
ADCY9,1.0,0.08195390271674226,True,fullgenes_000,True,0
ADCYAP1,1.0,-0.02317194313828881,False,fullgenes_000,False,0
ADCYAP1R1,1.0,0.0060416822089172885,True,fullgenes_000,False,1
ADD1,1.0,0.02383656552843222,True,fullgenes_000,True,0
ADD2,1.0,-0.00622856385344682,False,fullgenes_000,False,0
ADD3,1.0,-0.08180273403882551,False,fullgenes_000,False,0
ADGRA1,1.0,0.17676289557065958,True,fullgenes_000,True,0
ADGRA2,1.0,0.003560045837358097,True,fullgenes_000,False,1
ADGRA3,1.0,-0.026304781804586876,False,fullgenes_000,True,-1
ADGRB1,1.0,0.012934086961031863,True,fullgenes_000,True,0
ADGRB2,1.0,0.0005070835692272194,True,fullgenes_000,True,0
ADGRB3,1.0,0.050182771400154674,True,fullgenes_000,True,0
ADGRD1,1.0,0.002820589858642482,True,fullgenes_000,True,0
ADGRD2,0.0,,False,fullgenes_000,False,0
ADGRE1,1.0,0.08445357688793041,True,fullgenes_000,True,0
ADGRE2,1.0,-0.04072337331026949,False,fullgenes_000,False,0
ADGRE3,1.0,0.0016531637676423447,True,fullgenes_000,False,1
ADGRE5,0.9987951807228915,0.009395886696095472,True,fullgenes_000,False,1
ADGRF1,1.0,-0.03535584885325212,False,fullgenes_000,True,-1
ADGRF3,1.0,0.010248282844501484,True,fullgenes_000,True,0
ADGRF4,1.0,0.040507473891770736,True,fullgenes_000,True,0
ADGRF5,1.0,0.022480738297553433,True,fullgenes_000,True,0
ADGRG1,1.0,0.01009712183430813,True,fullgenes_000,False,1
ADGRG3,1.0,-0.020585726321054862,False,fullgenes_000,False,0
ADGRG5,1.0,-0.007072541082972847,False,fullgenes_000,False,0
ADGRG6,1.0,-0.06989057338357484,False,fullgenes_000,False,0
ADGRG7,1.0,-0.029380530154748518,False,fullgenes_000,True,-1
ADGRL1,1.0,-0.06421988971078613,False,fullgenes_000,True,-1
ADGRL2,1.0,0.005331462724910339,True,fullgenes_000,True,0
ADGRL3,1.0,0.02532834219054108,True,fullgenes_000,True,0
ADGRL4,1.0,0.03336344194587633,True,fullgenes_000,True,0
ADGRV1,1.0,0.05329196235475288,True,fullgenes_000,True,0
ADH1A,1.0,0.021740456997092414,True,fullgenes_000,False,1
ADH1B,1.0,0.05743523233120588,True,fullgenes_000,True,0
ADH1C,0.0,,False,fullgenes_000,False,0
ADH4,1.0,0.007147699739708795,True,fullgenes_000,False,1
ADH5,1.0,-0.07022539603769612,False,fullgenes_000,True,-1
ADH6,1.0,0.025200929992935953,True,fullgenes_000,True,0
ADH7,1.0,-0.046600174680649496,False,fullgenes_000,False,0
ADHFE1,1.0,0.07271627760733305,True,fullgenes_000,True,0
ADI1,1.0,0.010899788589710375,True,fullgenes_000,True,0
ADIG,1.0,-0.014010780944096937,False,fullgenes_000,True,-1
ADIPOQ,1.0,-0.01419238302271324,False,fullgenes_000,True,-1
ADIPOR1,1.0,-0.004123541465264606,False,fullgenes_000,False,0
ADIPOR2,1.0,0.013979921030297852,True,fullgenes_000,False,1
ADIRF,1.0,0.030049162070807378,True,fullgenes_000,True,0
ADISSP,1.0,0.11252721511754851,True,fullgenes_000,True,0
ADK,0.9987951807228915,0.01694746975763909,True,fullgenes_000,True,0
ADM,1.0,-0.036765186089416604,False,fullgenes_000,False,0
ADM2,1.0,-0.04597862722667548,False,fullgenes_000,True,-1
ADM5,1.0,0.07242203234778158,True,fullgenes_000,False,1
ADNP,1.0,0.08245492306041088,True,fullgenes_000,False,1
ADNP2,1.0,0.11620989554180695,True,fullgenes_000,True,0
ADO,0.9951807228915662,-0.00978297309884939,False,fullgenes_000,False,0
ADORA1,1.0,0.034317672138976754,True,fullgenes_000,True,0
ADORA2A,1.0,-0.08408753252875377,False,fullgenes_000,True,-1
ADORA2B,1.0,-0.049917154338019354,False,fullgenes_000,True,-1
ADORA3,0.0,,False,fullgenes_000,False,0
ADPGK,1.0,0.012649977894686137,True,fullgenes_000,True,0
ADPRH,1.0,-0.05007890658547703,False,fullgenes_000,False,0
ADPRHL1,1.0,0.14346226326423106,True,fullgenes_000,True,0
ADPRM,1.0,-0.04696458668220096,False,fullgenes_000,False,0
ADPRS,1.0,0.03421075121988271,True,fullgenes_000,True,0
ADRA1A,1.0,0.10533020140488612,True,fullgenes_000,True,0
ADRA1B,1.0,0.019794610831820488,True,fullgenes_000,True,0
ADRA1D,1.0,0.06291548467806941,True,fullgenes_000,False,1
ADRA2A,0.8192771084337349,-0.10596613391500768,False,fullgenes_000,False,0
ADRA2B,1.0,0.021439664708011234,True,fullgenes_000,False,1
ADRA2C,1.0,0.060713537414982525,True,fullgenes_000,True,0
ADRB1,1.0,0.0097559726073582,True,fullgenes_000,True,0
ADRB2,1.0,0.0073105223113000654,True,fullgenes_000,True,0
ADRB3,1.0,0.020720283394256793,True,fullgenes_000,True,0
ADRM1,0.9987951807228915,-0.02108891910206969,False,fullgenes_000,True,-1
ADSL,1.0,0.04642856239740229,True,fullgenes_000,True,0
ADSS1,1.0,0.10732474690359411,True,fullgenes_000,True,0
ADSS2,1.0,0.04537518682896074,True,fullgenes_000,True,0
ADTRP,1.0,0.04258592823885739,True,fullgenes_000,True,0
AEBP1,1.0,0.008538482063876454,True,fullgenes_000,True,0
AEBP2,1.0,0.07985238118171369,True,fullgenes_000,True,0
AEN,1.0,0.011055590482547527,True,fullgenes_000,True,0
AFAP1,1.0,-0.01780202691782483,False,fullgenes_000,True,-1
AFAP1L1,1.0,0.008827054380931218,True,fullgenes_000,True,0
AFAP1L2,1.0,0.050843961416826386,True,fullgenes_000,True,0
AFDN,1.0,0.03994345056608499,True,fullgenes_000,True,0
AFF1,1.0,0.0774940545420335,True,fullgenes_000,True,0
AFF3,1.0,-0.05279241435801845,False,fullgenes_000,False,0
AFF4,1.0,-0.026740632765843167,False,fullgenes_000,False,0
AFG1L,1.0,0.08934529722386005,True,fullgenes_000,True,0
AFG2A,1.0,0.09512713216730737,True,fullgenes_000,True,0
AFG2B,1.0,-0.02346706764087807,False,fullgenes_000,True,-1
AFG3L2,1.0,-0.0034498466035735934,False,fullgenes_000,True,-1
AFM,1.0,0.016780035545151492,True,fullgenes_000,True,0
AFMID,1.0,0.13143804192822098,True,fullgenes_000,True,0
AFP,1.0,-0.05885991638987566,False,fullgenes_000,True,-1
AFTPH,1.0,-0.25108234543484015,False,fullgenes_000,True,-1
AGA,1.0,0.07884053560315603,True,fullgenes_000,True,0
AGAP1,1.0,0.06176424564487651,True,fullgenes_000,True,0
AGAP2,1.0,0.12390306205829965,True,fullgenes_000,True,0
AGAP3,1.0,-0.009268092399456876,False,fullgenes_000,False,0
AGAP5,0.0,,False,fullgenes_000,False,0
AGAP6,1.0,0.0806052484490307,True,fullgenes_000,True,0
AGAP9,0.0,,False,fullgenes_000,False,0
AGBL1,1.0,-0.02044441810656997,False,fullgenes_000,False,0
AGBL2,1.0,-0.08647867968410286,False,fullgenes_000,True,-1
AGBL3,1.0,0.10859090763021031,True,fullgenes_000,True,0
AGBL4,1.0,0.0017325146616856135,True,fullgenes_000,True,0
AGBL5,1.0,0.024691066269638733,True,fullgenes_000,True,0
